url,volume,date,utterance,speaker,reo,ambiguous,other,percent,text
https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019740197;page=ssd;view=plaintext;seq=507;num=465,C,"Tuesday, llth September, 1860",37,Mr. FORSAITH,3,3,0,100,E kere au e whakaae wawe.
https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019740205;page=ssd;view=plaintext;seq=570;num=504,D,"Thursday, 7th August, 1862",19,Mr. DOMETT,4,1,1,80,Kotahi am. taua ka iwi tahi.
https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019740205;page=ssd;view=plaintext;seq=580;num=514,D,"Friday, 8th August, 1S62",48,Mr. COLENSO,11,4,0,100,"Ara ma nga"" Maori ma ratou te tikanga, te mana o tera whenua o Waitara."
https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019740213;page=ssd;view=plaintext;seq=487;num=415,E,"Tuesday, 5th September, 1865",147,"Mr. CARL,ETON",5,3,0,100,"E tika ana; ka nui te tika; engari """
https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019740213;page=ssd;view=plaintext;seq=663;num=591,E,"Tuesday, 26th September, 18G5",290,Mr. G. GRAHAM,3,0,1,75,Hacro mai; haere mai!
https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019740213;page=ssd;view=plaintext;seq=663;num=591,E,"Tuesday, 26th September, 18G5",300,Mr. MANTELL,4,0,0,100,Haere inai; haere mai!
https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019740213;page=ssd;view=plaintext;seq=663;num=591,E,"Tuesday, 26th September, 18G5",304,Mr. MANTELL,3,0,1,75,Hacre mai; haere ruai!
https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019740247;page=ssd;view=plaintext;seq=180;num=822,1.2,"Friday, 6th September, 1867",74,The SPEAKER,4,0,4,50,They have seen Reihana and Natanahira te Kukutuanui.
https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019740247;page=ssd;view=plaintext;seq=492;num=1134,1.2,"Friday, 27th September, 1867",68,Mr. CARLETON,92,50,1,98.92,"Kia Ngatiiauwhuta katou. E hoa ma Tena Koutou.—Ho whakaatu Ieuei naku kia mohio koutou ki ta maua whakaaro ko te Petatone inaianei mo Rangitikei. Ekore a te Tiati e pai ko ia hei kai whakawa i runga i ta tatou ritenga. Kua tae atu hoki tana pukapuka kia koutou. Heoi, kua ki maua inaiauei ma te kooti whenua e mahi, me kawe auo te whakawa ki Rangitikei, penei me te whakawa ki Whanganui, ki Wairarapa, ki Poneke. Na ma taua Kooti e rapu nga wahi o te pupuri whenua i Rangitikei puta noa ki Orona ki Manawatu. Ko ta maua whakaaro tenei, na kua whakane a Te Retimaua ratou ko ona hoa Minita. He whakaatu noa atu tenei naku ki;t mohio ai koutou. Ka mutu na to koutou hoa. NA TE PrRA. Kia Takaua, Kia Te Ara, Kia Hoeta, Kia Karihana."
https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019740239;page=ssd;view=plaintext;seq=167;num=141,2,"Wednesday, 29lh July, 1868",107,Mr. CARLETON,38,21,6,86.36,"Hnere mai haere kia Mohi Tawhai, korero atu kia ia, kati te tatari kia te Kawana; me whawhai. Haere mai haere kia Te Manene, koia he kawana, na te roea kahore ia i ngaro i toku taha in nga whawhai o mna. E haere atu atm a han e hara i te mea ko to hohou rongo, e haere atu ana ahan ki te whawhai."
https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019740254;page=ssd;view=plaintext;seq=31;num=9,3,"Wednesday, 26th August, 1868",185,MeLean at Poverty Bay. Mr. MeLKAN,3,0,1,75,"Te mannkannka, te maharahara:"
https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019740254;page=ssd;view=plaintext;seq=222;num=200,3,"Tuesday, 8th September, 1868",127,METE KINGI PAETAHI,7,4,7,50,"I therenpon wrote letters to the Whanganui, Ngarauru, Ngatiapa, Rangitane, Muaupoko, and Ngatitenpokoiri tribes to eome to Putiki."
https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019740270;page=ssd;view=plaintext;seq=108;num=84,5,"Tuesday, 1Sth June, 1S69",204,Mr. FOX,5,1,0,100,"Heoi auo, na hoa aroha, TITOKOWARU."
https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019740288;page=ssd;view=plaintext;seq=225;num=191,6,"Tuesday, 3rd August, 1869",13,Mr. STEVENS,8,1,7,53.33,"I saw, also, Wepiha Te Poono, of Whakatane, and Te Hure, of Te Awa-o-te-Atua, with them."
https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019740288;page=ssd;view=plaintext;seq=225;num=191,6,"Tuesday, 3rd August, 1869",20,Mr. STEVENS,15,1,12,55.56,"Among the chiefs who assented I noticed Pokeno *(Te Awanui's son), Hakaraia Tuau, Timoti Te Haka, Te Mokena, and Timoti Tarahau, of Turanga. Te Hira Popo spoke doubtfully."
https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019740304;page=ssd;view=plaintext;seq=202;num=170,9,"Tuesday, 23rd August, 1870",33,The Hon. Dr. BUCHANAN,4,1,2,66.67,Kereopa te Waiora is also a Ngarauru.
https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019740312;page=ssd;view=plaintext;seq=454;num=420,10,"Thursday, Illb September, 1871",59,Mr. HALL,5,3,1,83.33,"Ka tito ahau ki a Kupe te tangata ltana,"
https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019740312;page=ssd;view=plaintext;seq=454;num=420,10,"Thursday, Illb September, 1871",61,Mr. HALL,5,1,0,100,Enei nga tohu o taku whenua.
https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019740320;page=ssd;view=plaintext;seq=983;num=933,11,"Thursday, 9tt Norcmber, 1871",349,The Hon. the SPEAKER,20,0,19,51.28,"That the reports of Petitions Committee upon petitions of Tamihana Te Rauparaha, Nopero, Kuihanga, Henare Matua, Heta Hunga Hunga, Hiralta Te Aroatua, Hori Nia Nia Te Awatua, and Hirinia Karauria Papu, be referred for the consideration of the Government."
https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019787149;page=ssd;view=plaintext;seq=223;num=195,17,"Thursday, 5th August, 1875",40,Mr. SHEEHAN,5,0,0,100,"tino muni, tino tahae whakaharahara,"
https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019787149;page=ssd;view=plaintext;seq=234;num=206,17,"Friday, 6tt August, 1875",130,Sir D. McLEAN,3,0,3,50,Mokena Kohere—who resided at Waiapu.
https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019787149;page=ssd;view=plaintext;seq=624;num=596,17,"Thursday, 26tt Augurt, 1875",248,Mr. S WANSON,4,0,0,100,Heoi ano taku korero.
https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019787156;page=ssd;view=plaintext;seq=240;num=216,18,"Wednesday, 6th September, 1875",54,Mr. WILLIAMS,7,1,6,53.85,"The principal speakers were Mohi Tawhai, Kira, Hare Wirikake, Hemi Marupo, Mitai, and others."
https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019787164;page=ssd;view=plaintext;seq=230;num=202,19,"Tuesday, 6th October, 1875",109,Mr. SIIKEHAN,11,5,0,100,He rangatira rawa te tangata no hou ma hoki katino mau rawa iakoe ana kupu)'.
https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019787164;page=ssd;view=plaintext;seq=230;num=202,19,"Tuesday, 6th October, 1875",415,Mr. ORMOND,3,1,3,50,"Kuraitiana Takamoana, in the Hikutoto case (No."
https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019787172;page=ssd;view=plaintext;seq=350;num=322,20,"Wednesday, 5th July, 1876",100,Mr. STOUT,3,2,3,50,To-morrow we go to Tamahere.—Major TE WHEORo.
https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019787180;page=ssd;view=plaintext;seq=657;num=635,21,"Thursday, 31st August, 1876",6,The Hon. Captain FRASER,3,0,3,50,Wi Tako Ngatata be added thereto.
https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019787198;page=ssd;view=plaintext;seq=397;num=369,22,"Tuesday, 19th September, 1876",658,Mr. SHARP,16,2,9,64,"P. Kawiti, Te Moananui and others, Meiha Kepa, Moha to Moananui and others, Anaru Makiwhara, Matiaha Mokai, Pitihira te km .1 and others, and Nahona te Ahukaramu."
https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019787263;page=ssd;view=plaintext;seq=618;num=1284,30,"Thursday, 31st October, 1878",88,Mr. TOLE,5,1,2,71.43,"Raniera Wharerau; and No. 579, Eruera Pohe Wharau."
https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019787271;page=ssd;view=plaintext;seq=84;num=60,31,"Friday, 18th Jvly, 1879",104,SirW. FOX,3,1,1,75,"he kuri inn te toto,"
https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019787321;page=ssd;view=plaintext;seq=465;num=435,36,"Fciilay, 23rd July, 1880",12,The Hon. Mr. WHITAKER,27,14,4,87.1,llei wakaritenga mei boki tenei mo te wakaaetanga ki te Kawanatangao te Kuini. Ka tiakina e te Kuini o Ingarani nga tungata maori katoa o Nu Tirani. Ka tukua ki a ratou nga tikanga kutoa rite tuhi ki ana mea ki nga tauguta o Infrnraui.
https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019787321;page=ssd;view=plaintext;seq=465;num=435,36,"Fciilay, 23rd July, 1880",33,The Hon. Captain FRASER,5,0,5,50,Wi Kingi Matakatea and Arama Karaka were the principal chiefs.
https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019787354;page=ssd;view=plaintext;seq=503;num=467,40,"Friday, 9th September, 1881",2586,CLASS III,4,3,3,57.14,"Whangarei to Kamo, £24,850, agreed to. Kaipara to Waikato, £111,110."
https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019787362;page=ssd;view=plaintext;seq=46;num=10,41,"Tuesday, 23rd May, 1882",277,Mr. JOYCE,3,2,3,50,He is to measure Te Whiti and Tohu.
https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019787362;page=ssd;view=plaintext;seq=164;num=128,41,"Tuesday, 30th May, 1882",202,Mr. SHEEHAN,8,4,0,100,"Haere koe ki to mahi ruri: kahore aku korero ki a koe,"
https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019787388;page=ssd;view=plaintext;seq=918;num=878,43,"Friday, 8th September, 1882",343,Class III,4,4,4,50,"Whangarei to Kamo, £15,000, agreed to. Kaipara to Waikato, £65,000, agreed to."
https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019787511;page=ssd;view=plaintext;seq=39;num=1,56,"Tuesday, 20th July, 1886",11,The Hon. Mr. MAN TELL,9,7,1,90,"He mea ta i te perchi o- Wareta Makirowera, ma to Piritihi me te Poreni Paipera Hohaiti,"
https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019787529;page=ssd;view=plaintext;seq=634;num=596,57,"Wednesday, 1st June, 1887",67,Mr. DARGAVILLE,3,2,2,60,"I went to Punakitere, Motukaraka, and Herekino."
https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019787594;page=ssd;view=plaintext;seq=95;num=75,65,"Wednesday, 7th August, 1889",343,Mr. BROWN,5,3,1,83.33,"Ka pai, ka pai I Haere mai, haere mail"""
https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019787602;page=ssd;view=plaintext;seq=75;num=43,66,"Friday, 23rd August, 18S9",574,CLASS XIII,3,1,1,75,Te Kooti sang a waiata.
https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019787602;page=ssd;view=plaintext;seq=137;num=105,66,"Tuesday, 27th August, 1889",289,Mr. TAIWHANGA,8,4,0,100,Kua mate te hoa o toku iwi! Waiho ahau kia tangi ana.
https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019787610;page=ssd;view=plaintext;seq=179;num=155,67,"Friday, 27th June, 1890",51,Mr. TAIWHANGA,4,2,4,50,"He referred to the Tikitere, Ohinemutu, Whakarewarewa, and Waiotapu Blocks."
https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019787644;page=ssd;view=plaintext;seq=641;num=469,70,"Thursday, 2nd July, 1891",345,An Hon. MEMBER,6,2,0,100,"Minita kia whakahaere te Moni o te Koroni,"
https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019787982;page=ssd;view=plaintext;seq=593;num=573,89,"Friday, 30th August, 1895",62,The Hon. Mr. MACGREOOR,4,1,4,50,Wi Naihira te Ihoka and others to the Hon.
https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019787990;page=ssd;view=plaintext;seq=29;num=1,90,"Tuesday, 3rd September, 1895",454,Mr. HEKE,4,0,0,100,"Nau mai, nau mai."
https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019788113;page=ssd;view=plaintext;seq=417;num=395,103,"Wednesday, 31st August, 1898",1381,Mr. ROLLESTON,11,5,2,84.62,"Turanga kai, te karanga ai kia Paeako: Turansa riril ka karangatia a Paeako. Otira teooi a Paeako kariro."
https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019788212;page=ssd;view=plaintext;seq=404;num=374,114,"Pretoria, 22nd July, 1900",240,Sir George Grey and I agreed in regard to that. Mr. J. HUTCHESON,3,1,3,50,"Other islets are Takutea, Mitiaro, and Mauke."
https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019788220;page=ssd;view=plaintext;seq=337;num=311,115,"Tuesday, 16th October, 1900",185,Captain RUSSELL,6,1,5,54.55,"TE RAUPABAHA, N "" TAMEHANA TE RAUPABAHA, "" MATENE TE WHIWI, and five others."
https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019788220;page=ssd;view=plaintext;seq=497;num=471,115,"Friday, 19th October, 1900",1035,Mr. FIELD (Otaki),7,2,5,58.33,"I was well acquainted with To Rauparaha, Matene Te Whiwi, and Tamihana Te Rauparaha."
https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019788238;page=ssd;view=plaintext;seq=522;num=494,116,"Friday, 19th July, 1901",492,Mr NAPIER,6,1,6,50,"He speaks similarly of Paparamu, Okoroire, Mangapouri, Paeroa, Richmond Downs, Okauia, and Waitoa."
https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019788261;page=ssd;view=plaintext;seq=387;num=347,119,"Friday, llth October, 1901",17,The Hon. Mr. TAIAROA,7,0,6,53.85,"Wi Tako was living at Te Aro, and Ihaia Porutu at Pipitea Point."
https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019788261;page=ssd;view=plaintext;seq=910;num=870,119,"Wednesday, 30th October, 1901",26,The Hon. Mr. TOMOANA,3,1,3,50,Te Wahapiro married a woman from Kawhia.
https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019788261;page=ssd;view=plaintext;seq=987;num=947,119,"Thursday, 31st October, 1901",321,Mr. DEPUTY-SPEAKER,4,4,0,100,"He piko he taniwha, he piko he taniwha,"
https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019788261;page=ssd;view=plaintext;seq=987;num=947,119,"Thursday, 31st October, 1901",324,Mr. DEPUTY-SPEAKER,10,3,0,100,"Ko Taupo te moana, ko Tongariro te maunga, ko Te Heuheu te tangata,"""
https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019788287;page=ssd;view=plaintext;seq=513;num=479,121,"Wednesday, 20th August, 1902",569,Mr. HEKE,12,2,10,54.55,"Take, for instance, Ngaiterangi of Tauranga, Ngatiawaof Whakatane, Te Whakatohea of Opotiki, Te Whanau-Apanui of Te Kaha (East Cape), and Ngatiporou of Te Tai-"
https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019788295;page=ssd;view=plaintext;seq=748;num=710,122,"Monday, 29th September, 1902",63,Mr. STEVENS (Manawatu),3,1,3,50,This year he brought Arapata te Kuru.
https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019788303;page=ssd;view=plaintext;seq=466;num=438,123,"Wednesday, 15th July, 1903",288,The Hon. Mr. CARROLL,9,1,6,60,"have only to mention Totatau, Tamiti Waka Nene, Patuone, Major te Wheoro, Rewi, Kawiti, and others."
https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019788303;page=ssd;view=plaintext;seq=466;num=438,123,"Wednesday, 15th July, 1903",367,Mr. SPEAKER,3,0,0,100,"Taihoa, taihoa, taihoa """
https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019788303;page=ssd;view=plaintext;seq=515;num=487,123,"Thursday, 16th July, 1903",6,Mr. JENNINGS,4,0,1,80,Naumai! Naumai! te rangatira Ranfurly.
https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019788311;page=ssd;view=plaintext;seq=47;num=9,124,"Tuesday, 28th July, 1903",413,Mr. HARDING (Kaipara),3,2,2,60,"Aotea"" to proceed direct to Te Kopuru."
https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019788329;page=ssd;view=plaintext;seq=590;num=552,125,"Wednesday, 16th September, 1903",211,The Hon. Mr. CARROLL (Native Minister),4,0,1,80,Kit whawhai tonu ake ake.
https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019788345;page=ssd;view=plaintext;seq=95;num=51,127,"Wednesday, 28th October, 1903",547,Mr. BUCHANAN(Wairarapa),3,1,0,100,"rangiora, akeake, kowhai, &c."
https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019788345;page=ssd;view=plaintext;seq=206;num=162,127,"Friday, 30th October, 1903",785,Mr. HARDING,3,0,3,50,Kapai the waipiro; kapai the license.
https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019788352;page=ssd;view=plaintext;seq=344;num=310,128,"Tuesday, 12th July, 1904",446,Mr. JENNINGS (Egmont),3,1,0,100,He tangata whakariro korero.
https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019788360;page=ssd;view=plaintext;seq=215;num=173,129,"Thursday, 4th August, 1904",99,Mr. REMINGTON,4,2,4,50,"I allude to Waimarino, Pohonui, Te Kapua, and other blocks."
https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019788378;page=ssd;view=plaintext;seq=375;num=341,130,"Thursday, 15th September, 1904",8,The Hon. Mr. RIGG,3,0,3,50,"Waitaki, Rangitata, Kakaia, and other Rivers-"
https://babel.hathitrust.org/cgi/ssd?id=uc1.b2889951;page=ssd;view=plaintext;seq=513;num=475,133,"Tuesday, 8th August, 1905",104,Mr. MOSS (Ohinemuri),3,1,1,75,referring to Te Ngutuo te-manu—
https://babel.hathitrust.org/cgi/ssd?id=uc1.b2889953;page=ssd;view=plaintext;seq=77;num=17,135,"Wednesday, 20th September, 1905",574,The Hon. Sir J. G. WARD,30,12,1,96.77,Pukapuka Pooti. Ko te tangata Maori kei raro nei tona ingoa e marama ana ia kia pooti a te whakatunga o to tangata mo te Takiwa Pooti Maori Whaka-to hei reo mo ratou Whaka-Maori ki roto Id te Runanga Nui o Niu Tireni.
https://babel.hathitrust.org/cgi/ssd?id=uc1.b2889953;page=ssd;view=plaintext;seq=77;num=17,135,"Wednesday, 20th September, 1905",577,The Hon. Sir J. G. WARD,7,2,1,87.5,"Ko te Ingoa Irliri, Maori hoki, o te Tangata Pooti."
https://babel.hathitrust.org/cgi/ssd?id=uc1.b2889953;page=ssd;view=plaintext;seq=77;num=17,135,"Wednesday, 20th September, 1905",583,The Hon. Sir J. G. WARD,3,2,0,100,Tangata e pootitia ana: Kai-titiro:
https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019788451;page=ssd;view=plaintext;seq=546;num=506,139,"Friday, 19JA Jviy, 1907",136,Mr. STEVENS (Manawatu),9,2,6,60,"whin piriwiti oro watte me.ne rongo riwha rongo rori pilci him vxiriu tokena paiite leihana hatu"""
https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019788451;page=ssd;view=plaintext;seq=546;num=506,139,"Friday, 19JA Jviy, 1907",140,Mr. STEVENS (Manawatu),10,11,1,90.91,Me whakanui to Papa me to Whaea kia roa ou ra i te wkeniia i homai nei te Atua he oranga mou.
https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019788451;page=ssd;view=plaintext;seq=546;num=506,139,"Friday, 19JA Jviy, 1907",184,Mr. NGATA (Eastern Maori District),9,6,2,81.82,"Kei tua i te awe kapara, he tangata ke mana e noho le ao net, he ma"""
https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019788469;page=ssd;view=plaintext;seq=747;num=713,140,"Thursday, 5th September, 1907",111,Mr. FLATMAN,4,1,1,80,He aha te pai o tenei mahi.
https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019788469;page=ssd;view=plaintext;seq=747;num=713,140,"Thursday, 5th September, 1907",150,Mr. A. L. D. FRASER (Napier),5,3,0,100,"Whatu ngarongaro he tangaia, toi tu he whenua"""
https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019788477;page=ssd;view=plaintext;seq=266;num=238,141,"Tuesday, 1st October, 1907",12,BILL. The Hon. Mr. SINCLAIR,3,1,2,60,"Wi Hutana, a well-known Wairarapa chief."
https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019788485;page=ssd;view=plaintext;seq=759;num=723,143,"Thursday, 23rd July, 1908",346,Mr. JENNINGS,3,1,3,50,"Sir, take again Te Kuiti and Tuumarunui."
https://babel.hathitrust.org/cgi/ssd?id=uc1.b2889962;page=ssd;view=plaintext;seq=164;num=120,145,"Tuesday, 15th September, 1908",363,Mr. NGATA,4,2,4,50,"Take a place like Taumarunui, or Te Kuiti, or Otorohanga."
https://babel.hathitrust.org/cgi/ssd?id=uc1.b2889962;page=ssd;view=plaintext;seq=371;num=327,145,"Tuesday, 22nd September, 1308",325,The Hon. Mr. HALL-JONES (Minister for Public Works),8,3,2,80,Tauranga to Opotiki. Rotorua line to Te Puke or Tauranga. Motu to Opotiki.
https://babel.hathitrust.org/cgi/ssd?id=uc1.b2889962;page=ssd;view=plaintext;seq=715;num=671,145,"Auckland, 23rd July, 1908",425,Mr. McLACHLAN (Ashburton),3,0,3,50,"Woe, woe, woe unto thee, Bethsaida!"
https://babel.hathitrust.org/cgi/ssd?id=uc1.a0001646314;page=ssd;view=plaintext;seq=707;num=643,148,"Saturday, 4th December, 1909",312,The Hon. Major HARRIS,3,0,0,100,"Ake, ake, ake """
https://babel.hathitrust.org/cgi/ssd?id=uc1.a0001646314;page=ssd;view=plaintext;seq=1127;num=1063,148,"Wednesday, 15th December, 1909",580,Mr. PEARCE (Patca),4,1,3,57.14,"Utiku, Te Kuiti, and Taumarunui are three instances."
https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019788527;page=ssd;view=plaintext;seq=230;num=200,150,"Wednesday, 3rd Avyust, 1910",256,Mr. SMITH,15,0,7,68.18,"Taumarunui, Mananui, Matapuna, Piriaka, Kakahi, Horipito, Ohakune, Rangataua, Turangaarere, Bennett's Siding, Winiata, Utiku, Ohingaiti, Mangaonoho, Rata, and, last but not least, Taihape."
https://babel.hathitrust.org/cgi/ssd?id=uc1.32106019788543;page=ssd;view=plaintext;seq=435;num=403,152,"Thursday, 13th October, 1910",172,Mr. BROWN,3,1,3,50,"or the Te R«nga Falls, Wairoa."
/cgi/ssd?id=uc1.b2889969;page=ssd;view=plaintext;seq=1193;num=1141,153,"Tuesday, 29th November, 1910",264,Mr. MASSEY,3,0,3,50,Kaihau with the Te Akau Block.
/cgi/ssd?id=uc1.b2889969;page=ssd;view=plaintext;seq=1305;num=1253,153,"Thursday, let December, 1910",528,Dr. RANGIHIROA (Northern Maori District),3,0,2,60,Te Kani Pere and others :
/cgi/ssd?id=uc1.b2889969;page=ssd;view=plaintext;seq=1333;num=1281,153,"Friday, 2nd December, 1910",187,The Hon. Mr. PERE,3,0,2,60,Ngamako te Rango and another:
